"row_id","x","y","z","Mvir","Mtot"
335,39.9837,2.0763,28.3666,1051600000000,1051600000000
336,25.4625,12.7469,4.2539,1047600000000,1274600000000
337,39.6051,38.8207,36.268,1046600000000,1064000000000
338,8.7761,26.2802,22.7205,1045100000000,1083400000000
339,31.0354,3.715,5.6046,1043400000000,1054100000000
340,4.7942,27.0457,21.8404,1042900000000,1082000000000
341,7.9915,13.41,30.4751,1039700000000,1046000000000
342,5.514,14.7035,25.99,1037500000000,1052200000000
343,7.9514,23.2813,17.4445,1034700000000,1048200000000
344,27.6672,3.3079,8.613,1033200000000,1068800000000
345,38.2062,12.828,26.2352,1030100000000,1124100000000
346,9.7675,28.7488,12.507,1030100000000,1094200000000
347,0.0696,28.2912,17.0895,1028000000000,1681500000000
348,19.9001,30.9947,9.4625,1027300000000,1039000000000
349,9.869,24.3731,21.636,1026200000000,1619600000000
350,38.7204,35.2248,6.1909,1020900000000,1065100000000
351,14.1763,32.4562,10.747,1020500000000,1022000000000
352,26.8695,18.3138,2.7083,1011800000000,1016100000000
353,10.993,27.7705,36.6192,1010800000000,1042100000000
354,11.3502,35.1771,32.7758,1007900000000,1784400000000
355,38.1863,35.4761,33.1045,1005900000000,1057000000000
356,25.7037,22.3599,13.3437,1002300000000,1016100000000
357,39.0094,12.7391,24.4364,1001700000000,1022500000000
358,11.4334,20.5089,1.4088,997670000000,998760000000
359,34.9896,19.3623,11.1396,995190000000,998450000000
360,10.5953,29.3166,33.4057,993950000000,1012200000000
361,1.2195,28.52,19.1846,992870000000,999070000000
362,7.486,33.455,32.5648,989000000000,1111600000000
363,38.0611,24.5581,31.4197,985430000000,991630000000
364,0.111,33.2171,31.309,985120000000,992100000000
365,37.488,23.5128,0.3104,976600000000,982950000000
366,17.3637,28.7201,29.6479,968850000000,969160000000
367,8.3271,21.5537,5.0382,968230000000,978920000000
368,12.4236,21.4207,15.923,966990000000,1104900000000
369,20.4029,6.199,0.7347,953200000000,955210000000
370,17.3861,8.2212,8.9024,949010000000,1182500000000
371,39.0654,27.2767,5.983,939100000000,971480000000
372,4.9995,0.5938,18.599,937860000000,940490000000
373,15.3007,25.7366,26.7887,936310000000,941420000000
374,33.9816,30.2535,26.2103,928250000000,944520000000
375,26.9192,12.9427,1.1589,926850000000,946230000000
376,5.1275,31.3656,17.3908,926850000000,937550000000
377,5.6856,28.3279,24.5114,926700000000,1030100000000
378,2.5376,27.9156,18.9386,922210000000,965290000000
379,11.2996,34.7157,32.7374,917090000000,1150800000000
380,23.1336,15.7824,37.9279,916160000000,933980000000
381,19.6023,8.5309,8.7247,916160000000,937860000000
382,4.7799,23.4799,15.9374,914770000000,982950000000
383,2.3771,25.6887,32.1514,908410000000,915390000000
384,28.3375,13.295,38.1027,907330000000,907330000000
385,12.3618,24.9744,21.6,903450000000,938320000000
386,30.1329,31.4033,28.2394,901440000000,936460000000
387,3.8196,32.9988,31.2817,900040000000,912750000000
388,24.5446,25.1259,37.1622,898190000000,898650000000
389,35.6353,16.9968,5.7833,897410000000,900970000000
390,10.2957,20.3577,14.0322,895710000000,933210000000
391,29.942,23.9024,22.9237,894000000000,902680000000
392,10.0265,31.1057,0.2071,891370000000,906240000000
393,9.1196,28.0153,17.1239,888580000000,893230000000
394,39.1699,39.8143,3.3341,881760000000,891990000000
395,35.1209,10.467,26.7028,880050000000,890590000000
396,14.5403,39.2888,32.8833,879590000000,1504600000000
397,38.3875,28.2985,19.236,873240000000,876650000000
398,13.1325,23.6161,38.3266,872000000000,1449700000000
399,7.5205,18.4558,2.7192,870760000000,876800000000
400,24.5163,15.0224,37.6787,865180000000,874790000000
401,38.9485,30.9372,11.0227,865020000000,896480000000
402,28.3106,21.4353,18.323,856650000000,1062400000000
403,9.2605,39.0321,18.5644,856340000000,863940000000
404,36.7239,38.6827,2.0145,855570000000,980010000000
405,10.7419,1.1146,34.6066,854180000000,854330000000
406,12.479,25.357,35.9237,853400000000,964360000000
407,34.8324,37.2353,3.0488,850920000000,853090000000
408,36.7282,17.4767,0.3791,850920000000,872000000000
409,2.078,26.4708,31.6266,848910000000,851540000000
410,5.7752,31.4761,20.8354,841930000000,856190000000
411,11.9596,18.4861,12.5467,841620000000,909030000000
412,9.5189,38.0772,28.1201,841000000000,878350000000
413,4.9604,29.2795,26.1248,837590000000,923140000000
414,3.7182,9.8184,26.5396,836040000000,885320000000
415,4.6753,0.8194,20.144,835420000000,878810000000
416,9.7886,13.5378,12.0825,831700000000,862700000000
417,39.1014,14.4263,21.7244,825350000000,864090000000
418,1.6827,23.5455,20.6776,824580000000,830310000000
419,26.031,12.8869,6.1185,822870000000,865180000000
420,8.4976,17.0708,32.4432,818690000000,819460000000
421,29.5689,31.6595,1.2017,818070000000,820390000000
422,14.9883,33.5466,15.7879,815740000000,819150000000
423,27.0857,23.408,23.87,815430000000,894160000000
424,9.5544,12.6059,17.537,813570000000,841310000000
425,10.4569,19.1886,13.7589,811560000000,1207700000000
426,21.5049,2.403,9.264,811090000000,816670000000
427,32.6575,11.4185,5.8731,808920000000,887340000000
428,9.5322,29.3384,15.5219,807990000000,861610000000
429,10.1405,22.4037,13.6839,807990000000,4020000000000
430,12.9119,18.1621,12.6869,803810000000,888110000000
431,10.4372,23.7143,30.3499,801490000000,807690000000
432,1.9389,0.7668,22.545,796680000000,819150000000
433,5.301,29.3478,25.3535,794820000000,811250000000
434,23.1338,18.5443,29.6639,794670000000,794670000000
435,24.8851,19.6514,25.8078,793120000000,816670000000
436,7.3967,34.396,25.2024,792810000000,831390000000
437,14.051,22.8606,38.9459,792810000000,909190000000
438,9.4263,28.929,15.5906,788160000000,1634700000000
439,2.5383,13.8236,19.7711,784750000000,784750000000
440,39.7231,38.1954,5.0512,781500000000,783510000000
441,13.5149,39.028,32.453,778240000000,797920000000
442,4.9783,6.5333,37.0449,777000000000,779480000000
443,33.9174,26.6384,38.1814,776850000000,777930000000
444,5.2945,23.2984,16.0263,776690000000,811870000000
445,4.7174,37.7589,37.8767,774370000000,774680000000
446,27.8851,34.118,5.205,771270000000,806910000000
447,2.7316,2.4921,24.7492,770650000000,780260000000
448,22.5757,2.8871,32.1075,769560000000,769560000000
449,34.1076,24.0725,27.1337,758250000000,763980000000
450,29.283,33.113,6.5249,757790000000,759650000000
451,38.0283,13.4313,25.9719,756860000000,780410000000
452,18.6187,38.4774,32.9748,755310000000,815740000000
453,31.9401,15.5833,36.1798,754220000000,755620000000
454,33.1871,31.2466,24.6896,751590000000,775300000000
455,4.5288,16.949,25.0229,750970000000,833720000000
456,6.7342,27.4799,25.4,750970000000,756240000000
457,6.0588,29.2493,14.8287,748800000000,1335200000000
458,39.8648,38.3277,39.2175,747090000000,755310000000
459,9.4804,27.2613,0.1729,743220000000,750810000000
460,14.2089,30.3759,12.5892,742910000000,797610000000
461,32.2966,12.3048,36.1291,740430000000,759180000000
462,18.9213,37.4657,12.1812,740120000000,753140000000
463,13.6422,26.8873,29.4723,739650000000,865020000000
464,8.7661,31.8362,32.3553,737950000000,1114400000000
465,4.8585,23.4349,17.2592,734850000000,766620000000
466,11.3097,30.0779,14.7375,734080000000,747250000000
467,33.4881,24.3423,37.5482,733460000000,734700000000
468,20.7416,24.3971,35.3955,732220000000,759030000000
469,15.3905,28.3785,11.905,732060000000,736400000000
470,1.6978,14.9728,33.0972,731290000000,772040000000
471,28.2361,35.8758,20.3937,730980000000,737950000000
472,26.2089,33.8053,13.4314,729580000000,736250000000
473,21.1286,23.8937,23.731,729270000000,842090000000
474,33.0428,27.9405,25.2889,728190000000,1430300000000
475,27.0948,17.5229,33.8739,727100000000,728650000000
476,37.9422,19.0979,23.6591,727100000000,770650000000
477,8.5405,21.3898,16.1577,720590000000,742910000000
478,16.2811,36.4009,1.9729,720280000000,759030000000
479,34.1206,28.5901,37.1129,718270000000,720590000000
480,29.6275,16.2746,5.4769,717490000000,726640000000
481,24.9521,39.7621,10.5217,715170000000,716720000000
482,16.5877,37.6443,5.2977,711140000000,737800000000
483,18.8158,10.4855,10.1423,710370000000,723230000000
484,28.2114,3.7366,4.988,707110000000,736870000000
485,1.5257,27.8166,17.0445,706650000000,1071300000000
486,9.8886,34.4107,25.1624,706490000000,735010000000
487,37.8254,9.3692,10.3978,704480000000,4336700000000
488,3.8938,2.8945,24.5749,704010000000,705720000000
489,37.7989,16.4071,14.5321,700910000000,705100000000
490,24.0117,19.3584,22.3332,700290000000,722450000000
491,20.9079,17.7251,37.8708,698740000000,702150000000
492,13.362,23.5849,37.5981,697350000000,2307300000000
