"row_id","x","y","z","Mvir","Mtot"
1,49.02859878540039,166.9427032470703,92.25399780273438,1.091999998410752e15,1.104999992000512e15
2,16.611299514770508,34.04399871826172,152.56080627441406,937299974029312,955700016578560
3,33.45370101928711,178.83909606933594,99.73979949951172,588800019398656,596799999967232
4,144.3531036376953,28.508899688720703,177.72970581054688,476600005033984,493199986524160
5,140.12240600585938,64.91549682617188,118.9635009765625,468700016672768,558400005996544
6,223.6658935546875,132.08880615234375,64.75240325927734,440800009781248,450599984300032
7,161.65170288085938,177.07240295410156,185.57220458984375,423799992352768,426200006656000
8,44.629798889160156,190.99209594726562,108.87090301513672,422999987585024,451200004653056
9,104.5280990600586,88.82039642333984,0.40790000557899475,421400011603968,439600002629632
10,121.9041976928711,15.28339958190918,10.453300476074219,418199992532992,448100011343872
11,173.5623016357422,11.77280044555664,26.732900619506836,416200014168064,429799994556416
12,149.76319885253906,208.8520050048828,148.00390625,401799995457536,403999991791616
13,44.932701110839844,210.15260314941406,196.92799377441406,401499985281024,425999988686848
14,214.1750030517578,136.07179260253906,243.7606964111328,392500015529984,411900013707264
15,229.66799926757812,164.54330444335938,196.5854949951172,389799991050240,413999984279552
16,61.03459930419922,221.66600036621094,165.40220642089844,376600013045760,380100008738816
17,29.437400817871094,118.88690185546875,223.27000427246094,372999991590912,374299990949888
18,178.47219848632812,126.46019744873047,196.44039916992188,367799994155008,372999991590912
19,92.36509704589844,111.44339752197266,220.4499053955078,363899996078080,370499985080320
20,59.82149887084961,191.50079345703125,211.41610717773438,357200014868480,382700007456768
21,246.63980102539062,47.00339889526367,150.18699645996094,345200010461184,426100014448640
22,133.99899291992188,66.50669860839844,25.387399673461914,341700014768128,342899988365312
23,26.031400680541992,189.3278045654297,98.84510040283203,340799984238592,341499996798976
24,48.97060012817383,168.31849670410156,86.33110046386719,340199997440000,346799986442240
25,136.94329833984375,46.03200149536133,179.4427032470703,338800005873664,340599999823872
26,5.230800151824951,213.5050048828125,171.14889526367188,335999989186560,336700001746944
27,66.55570220947266,197.57859802246094,38.74869918823242,331800014487552,333100013846528
28,166.6365966796875,135.02239990234375,185.1851043701172,331599996518400,340400015409152
29,36.66130065917969,192.35589599609375,98.72129821777344,329700010360832,330600007335936
30,191.21409606933594,65.10050201416016,83.9354019165039,327200003850240,335700012564480
31,227.43170166015625,51.63949966430664,27.551599502563477,316000004210688,317300003569664
32,160.3708953857422,6.945899963378906,75.3458023071289,311600011542528,319699984318464
33,62.44179916381836,37.10179901123047,4.46589994430542,305200006955008,326800001466368
34,28.986900329589844,185.5279998779297,49.0718994140625,301700011261952,325900004491264
35,56.42770004272461,112.84239959716797,231.16400146484375,301200016670720,313099995316224
36,58.99639892578125,100.57939910888672,36.5260009765625,299100012544000,343600000925696
37,66.29759979248047,31.961700439453125,136.88600158691406,290500011622400,296900016209920
38,42.36880111694336,83.09480285644531,203.05990600585938,290399985860608,354499990388736
39,162.91250610351562,224.01559448242188,171.55569458007812,282400005292032,298099989807104
40,227.4752960205078,41.06119918823242,17.887699127197266,281699992731648,353000006615040
41,116.09300231933594,107.4845962524414,135.5034942626953,280500002357248,285599990808576
42,5.259900093078613,202.49110412597656,10.080100059509277,276000000704512,280599994564608
43,156.02490234375,177.21099853515625,87.28359985351562,273600003178496,281300007124992
44,204.34109497070312,97.92130279541016,155.5924072265625,272799998410752,275899991719936
45,103.31189727783203,189.6490020751953,187.29879760742188,272599997218816,281500008316928
46,28.203899383544922,199.32359313964844,210.39540100097656,270600002076672,287200000344064
47,67.16500091552734,64.49490356445312,69.34760284423828,270400000884736,339799995056128
48,214.5579071044922,150.1927947998047,218.97430419921875,269999998500864,285400006393856
49,245.1020965576172,152.51089477539062,149.04750061035156,269399994925056,298200015568896
50,63.14400100708008,52.26150131225586,77.74549865722656,263599993913344,268499997949952
51,216.1468963623047,87.36949920654297,205.43690490722656,261599998771200,265600005832704
52,233.62049865722656,96.70780181884766,228.31900024414062,254099996016640,255199994183680
